Restaurant,Reviewer,Review,Rating,Total_Reviews,Total_Followers,Time,Pictures
Labonel,Yattapu Srinija,"I have ordered carrot cake with cream cheese frosting. Their online menu says it's their signature cake. It was the worst cake I ate till date. It's just walnut kismiss cake with cinnamon flavour and maybe carrot somewhere. And of course cream cheese frosting. There were simply too many kismiss in there. I hated every bit of that cake.
I have had few other chocolate flavour cakes from here and they are an absolute delight. 3.5 rating is because carrot cake has spoiled it all. How much ever I say, it will be less compared to my feelings after eating that cake.",3.5,4,1,7/17/2017 0:31,0
Labonel,"Ashisha, The 'Bon Viveur'","Had their classic brownie cake which is served on a box. The brownies are fine, but too expensive for their taste I would say. There are other outlets with lower prices but tastier brownies.",3.5,110,227,7/16/2017 8:51,1
Labonel,Rajarishi,"I am in love with cup cakes and Labonel made it much more romantic 😄
The cream and the bread are just perfect and the flavours are amazing. Though I felt it a bit over priced, it didn't come to my mind as long as I was indulged in eating them. It would be great experience worth the price, you must try them.
Next target: their brownies 😃
The only thing I would like to be changed about this place is that, they should have menu options for the customers to eat there itself. It is such a beautifully designed place and just takeaway makes the experience unfinished.",5,68,144,5/31/2017 22:22,0
Labonel,Raaj Prasad,"One of Best Brownies that I've tasted.
Little expensive though. Look forward to visit again when next time in Hyderabad.
Very polite gentleman whom I met :)",4.5,21,667,5/22/2017 14:25,0
Labonel,Ganny V,"There's no better place to satisfy your dessert cravings than this heavenly place, the Labonel. I love their cake measuring schemes, unlike kilos :-) one must have to forget about calories strictly when you visit this place.

My favs are brownies, red velvet, dark chocolate, white chocolte and all cup cake versions! They're so soft, melts in mouth, just so yummm in tummy:-)

Yes! They are very expensive. Almost costs a bomb !! 5500 Rs for a birthday cake but its all worth it once a while for any of your grand special occasion.. Go treat your tastebuds at Labonel 👍",4,96,1175,5/18/2017 16:33,10
Labonel,Raviteja VVS,Very poor store management. Ordered for an eggless cake on Friday 05th May 2017 and they confirmed my order. Before the pickup I just called them to check if the cake is ready and they simply say there is no order on my name at all. This is pure irresponsibility on the part of Labonel Gachibowli. Thank you for spoiling my day.,1,1,1,05/06/2017 17:45,0
Labonel,Varma,"The best tasting and expensive baking place

The brownies are top rated and even the chocolate cakes too but with a expensive tag

If you like to order a chocolate cake classic chocolate cake is the best

If you are not worried for the price tag this is a must try place",4,96,144,05/01/2017 17:54,0
Labonel,Varun Yelavarthy,"I quit cakes after trying their fruit cake.The kind of cake which will make you think twice before celebrating an occasion.The cake had two ingredients ,cream and sadness.Do yourselves a favour and go to Conçu instead.",1,10,4,4/30/2017 13:46,0
Labonel,Kanika Rastogi,"I absolutely love the Red velvet cupcakes from labonel. They are the best! Although I am from Bombay, I would rate these cupcakes to be the best in the world(And trust me I try Red velvet Cupcakes & Cookies everywhere I travel!). They beat Theobroma in Bombay Hollow. 

Even their brownies, cakes are the softest most sumptuous ones ever! Must buy several boxes every time, you visit Hyderabad!",5,1,3,4/17/2017 14:29,0
Labonel,D.gurazada,"They make the Best red velvet cake and cup cakes in Hyderabad !!
Their chocolate cake is very rich and gooey buy my first preference has always been red velvet !!
Their brownies are my husbands fav..
Their packaging and all are high end so best for gifting !!
But they don't customise the cake according to your taste.. you've got to take what they have !!
Only downside is , Its a over priced , so occasional indulgence is what I go with in order to satisfy my sweeth tooth ..",3.5,15,10,04/06/2017 10:46,0
Labonel,Hemlata Hajong,The best brownie i had till date. It's not like those regular brownies. It has a different taste and softness. I also tried their cupcakes. But nothing can beat their brownies. Very fancy packaging. Perfect to gift someone,4,110,545,3/26/2017 15:37,0
Labonel,Piyush Bajaj,"Absolute bliss to have a brownie or cake from here!!
Have made it a point to order cakes for all my special events from this place.. thumbs up for the quality and taste!!",5,8,280,3/24/2017 16:26,0
Labonel,Kunal Anand,"Absolutely the best bakery in the area, hands down.

The cakes from this place are kept hidden in PGs and Quads, because they are totally worth the fight as well as arguments. Right now, when I am writing the review I am salivating remembering the taste of the brownies.",4.5,72,127,3/17/2017 3:29,0
Labonel,Srinivas Prabhu Sangam,Best place in town for Brownies. They were so good that I ended up eating an entire box by myself. I heard very good feedback on their cakes as well.,5,63,95,03/04/2017 18:07,0
Labonel,Naresh Kodebathula,"Have tried cup cakes from so many other places. But I haven't got the cup cakes anywhere like here.

Red velvet and Chocolate are our favourites",5,22,14,2/27/2017 10:20,0
Labonel,Athira Thilakan,"love the blueberry cheesecake.. takes you to heaven!! complete foodgasm achieved!!! i think they should keep pastries too..
cupcakes and cookies are a must try..
min order is 10pcs
thats the only setback for people craving for a sweet tooth.. overall superbb!!",4.5,31,188,2/27/2017 1:47,1
Labonel,Christopher Mathew,"One of the premium bakers in gachibowli, most of the items are made to order, probably 24hrs prior booking is required, found only few cupcakes, brownies ready, and that too it's for takeaway, can't dine in... Bought the chocolate and red velvet brownies, cost for 1kg around 800 or so... Good packing. Taste is good. But there are places which serves better brownies.
Cost is at the higher end.",3.5,51,200,2/27/2017 0:42,2
Labonel,Spicy Mutton Chops,"Delicious chocolate brownies... The packaging is awesome too!!
Been wanting to visit ever since I heard about the Banjara Hills branch, but somehow never got the chance to.
The price is a bit steep though, but an occasional indulgence which the product is meant for anyway, is perfectly fine. 
I'm not too good with dessert consistency and stuff, but all i can say is this is a place I would definitely recommend for dessert treats and parties.
The brownies are moderately sweet and rich and not too moist.

I will be back for the cupcakes.",4.5,223,1461,2/23/2017 15:15,0
Labonel,Shruthi Naidu,"I have been lusting after this place, after reading too many 5 star reviews on Zomato.  So yesterday the occasion was right  and I was in the mood to splurge and enjoy some quality stuff with my SO. Unfortunately, I was utterly disappointed with the service that they had to offer. The staff at Labonel don't know anything about customer service.They were very rude and mean to us. I wanted to check their catalog but the person was behaving as if I was there to steal their products. Very impatient and unwilling to help. And also their phone number never works. Tried calling several times and never got a response. Anyways coming to food. I only ordered assorted collection of cupcakes The price burnt a hole in my  pocket. Only 15 tiny cupcakes for 850rs. The flavors are vanilla, chocolate and red velvet with vanilla and chocolate frosting. I tried the vanilla and chocolate so far and I  can say that chocolate cup cake is just fine, nothing special or out of the world experience like some other reviews claim it to be. Vanilla cupcake was dry and tasteless. Yes it was like eating a sponge(I am not saying that the cupcakes was as soft as a sponge it was as tasteless as a sponge). Nothing but just hype . I have had better cupcakes for a lot less money in small bakeries.  

Final note: Never ever  going to visit the place again. Overrated place",2,6,6,2/15/2017 23:48,0
Labonel,Sreejith Sreekumaran,labonel has become a hotspot for premium and rich baking. the taste is amazing and makes you indulge in more. tasted red velvet cake on my friends birthday and it makes you go ummmmmm,3.5,207,299,2/13/2017 14:41,1
Labonel,Ankita Shah,"Definitely a very popular bakery in hyderabad and for a good reason. Amazing cakes and brownies. It is one of those high end classy bakeries in town with a well established fan base who would vouch for it forever.
My personal opinion is that it is a tad bit too hyped which has enabled them to slot their prices so high knowing that people would still buy them. I didn't like the fact that you have to purchase a box full of brownies or cupcakes and no less. Additionally the icing on the red velvet cupcake was way too sweet for people's taste. Brownies though are super soft and amazingly baked to perfection and so are their cakes.",3.5,73,951,02/12/2017 21:49,0
Labonel,Shubham Rastogi,"It is a delight for dessert lovers, slightly expensive but awesome stuff, ordered a cake for my wife from here recently and that cake is probably one of the best ones I have ever had. A must visit place!",4.5,9,4,1/21/2017 22:45,0
Labonel,Shalu,We have brought cakes from labonel jubilee hills many times and it has always been great. On Christmas we tried labonel Gachibowli plum cake. The cake was very good and the dried fruits were of very good quality. Totally enjoyed the cake.,4.5,63,205,1/15/2017 22:36,0
Labonel,Abhishek Mandal,"Absolutely delighted with our overall experience. The shop had an excellent festive decoration. Ideally there would be very little to talk about the ambiance of a takeaway cake shop but this place is an exception. The moment we entered the place along with it's festive and classy decor and the maddening smell from the kitchen where cakes were being baked we were instantly transported to a different place. They mostly have ready cakes, cookies and cupcakes that can be bought at the counter and there is a good menu to order and take away later. The price at the beginning might look a little but wait till you have tasted either the cookies or the cakes. We were at loss of proper adjectives and were totally delighted. The brownie was perfectly baked with taste of butter and the other ingredients adding to the flavor. This was one of the best brownies I have had in a long time. We also bought the cup cakes and they were yummilicious as well. Want to try everything in the menu in future. Keep up the great work!! Will definitely recommend.",5,74,169,1/13/2017 19:03,0
Labonel,Muhammad Shoeb Ayubi,"I have been to banjara hills outlet...it was so difficult to find it’s exact location...no sign or board or anything...I literally had to ask someone around...I had no idea it has been closed and I haven't been to Gachibowli outlet but anyway I wanted to write something about labonel...I don't know where it is situated at Gachibowli & I don't know about the ambience & I haven't tried there cakes yet which I had heard from many ppl that they are beautiful & tasty...anyway but I did try there cupcakes & brownies when they were still open at there old location...I must say I wasn't impressed...there are lots of praises about the cupcakes in the reviews over here but it wasn’t worth the expectation...mind u guys, I have a sweet tooth so naturally I will be having high expectations...they are bit too pricy and with that price they are giving tiny cupcakes...they were tasty, not like wow, but come on if ur keeping the price tag so high atleast increase the number of cupcakes in the box...same is the case with brownies...if they really want to attract large number of customers, they should reduce the price...I don't know how they are still surviving...",2.5,14,24,12/27/2016 17:00,0
Labonel,Supriya Subudhi,"There isnt much I can say about labonel that hasnt been said already.
The bakery is just fantastic and has some of the best brownies and cupcakes you could hope for.
Red velvet brownies are really great and something different, that not every place offers.
The packaging makes for a great gift, so give it a go. Even birthday cakes can be ordered here, a little costlier than usual options but superb in terms of taste no doubt . (atleast a day before preorder)",4.5,390,3353,12/22/2016 13:37,11
Labonel,Priya Mishra,"Most importantly, the cake tasted like heaven. I had ordered for the classic chocolate cake as suggested by the person attending me and it was true love, especially for the people who are chocolate fanatics like me.
The ambiance is very sophisticated and the decorations are really good.
The only thing i did not like is that you just cannot wake up one day realizing you want at little bite of the amazing cake you had, as the minimum requirement for ordering a cake is 1 kg and they don't keep pastries !!",4.5,3,18,12/19/2016 15:38,0
Labonel,Sumit,Its a made to order cake shop. We got some cupcakes and cookies from here. Cookies were nice (it had to be it costed something 650 for a box of 15). Cupcakes were just average.,3,401,2737,12/15/2016 2:11,0
Labonel,Srikanth Sriramagiri,"The cupcakes were really good. Soft and creamy. Their cookies also felt very different and almost melted in the mouth. The only drawback is the quantity which you need to buy for an order as it's purely a takeaway restaurant. One last thing, labonel is not light on your pocket.",4,29,26,12/13/2016 22:27,0
Labonel,Vaishnavi Prativadi Bhayankara,"I dont know much about gachibowli branch, but banjara hills branch has the worst costumer service that I have ever seen in my life..! Very ill professional employees who cannot guide their costumers properly to their place. They have great quality in what they serve but zero in how they serve. My whole party got ruined because of their so called great service. I have given a bulk order and asked if they have home delivery, ofcourse there was none. I was okay with it and said I will collect it from their store. I almost travelled 20 km from my place to collect my @ order and due to heavy traffic, I reached the place exactly 5 min late from their closing time. I kept giving them information about how far I am and that I would reach them in less time. I requested them to wait for 5 minutes as I was travelling from habsiguda which is atleast 20km away from banjara hills. They answered my call at 9:00 when I was near GVKONE. I said I will come in 5 min they said they will wait. But, by the time I reach their place everything was locked. I called them 100 times and their was no response. What an awful service..! If you have a big party, please don't rely and order anything from this place. Worst experience..!",1,1,2,12/06/2016 06:25,0
Labonel,Chetana Didugu,"SUPERLATIVE! I have been here once, and the taste hasn't left me since! I love their brownies. They are super yummy, and the texture is something I have never been able to find anywhere else yet. It is a melt in the mouth treat, just the right amount of everything in it. I also loved their assortment of cupcakes. Worth a try!",5,54,266,12/05/2016 14:56,0
Labonel,Krati Mathur,"Updated review:
Ever since my first visit to Labonel I have already been a sucker for their brownies and now am gonna be for their cup cakes too. This cup cake box has 3 varieties of mini cupcakes: chocolate, vanilla and red velvet. All the three varieties were baked to perfection with extremely soft, airy and moist sponge with this luscious and velvety icing on top. They are definitely at the top of their game right now.
P.S. the icing was a bit sweet for our personal taste.

Previous review:
A class apart, fine baking luxurious bakery in the midst of all the hustle bustle. Labonel holds a very different, sophisticated yet very pleasant aura. All this while I avoided this sweet gem coz I assumed it's hell expensive (considering cost for two stated as 3000) but that's certainly not the case.
Because I was in a hurry and dint have time to try, test and enquire about all the items, I quickly picked up a box of chocolate brownies. Heavenly, decadent, sinful, melt in the mouth, luxurious, delectable, delightful....I can go on and on raving about this piece of art. I do like to clear the air about misconception of Labonel being shockingly expensive coz it is not. A box of 15 brownies with utmost quality for 650 and 15 cupcakes that too with three different flavours for 800 is more than a fair deal, coz once in a while your sweet tooth needs extra pampering ;P
With Suvi Kanchan",4.5,177,1209,12/01/2016 00:39,6
Labonel,Sprutika Battu,"These brownies literally melt in your mouth!
Red velvet and vanilla cupcakes are scrumptious😍
But I really wish we could sit down and eat 1/2 pieces in the bakery. Makes you think twice about going to Labonel because you have to get an entire box each time . It's nice to see that a great amount of effort is put into the packaging and presentation of Labonel's products.",3.5,24,152,11/14/2016 21:25,0
Labonel,Anshita Arya,The classic chocolate brownies of Labonel are like heaven! They are extremely soft and melt in your mouth. The cookies are yummy too. The interiors are very well done up and pleasing to the eye with the classic vintage decor. The only sad part is that they don't sell the brownies per piece and you need to buy an entire box.,4.5,31,348,11/12/2016 20:15,0
Labonel,Sonali Hazra,One day my husband got this yummy brownies in a exotic looking packet and I really had to google to know details about this store.Thats what Labonel is.Must say they make awesome pastries,5,152,1178,11/07/2016 00:45,0
Labonel,Prashanth Tinku,"Best Bakers of Hyderabad 
The cup cakes are so tasty and pan cakes for birthdays are so delicious
choco brownies and chocolate cakes are so worth for its higher price",4.5,14,23,11/02/2016 11:20,0
Labonel,Majid Jahangir,"Awesome,delicious,mouth watering  do not know what else i could say for the taste..it is a place where you have to spend more but once you taste their cake i am sure you'll forget what you paid..one of the best i had..i wish they were in another cities as i keep travelling..",4.5,18,103,11/01/2016 14:42,0
Labonel,Subhash Chandra,Hands down the best cup cakes and brownies in Hyderabad. They don't compromise on quality and you can feel that in the rich flavors and amazing taste. We had even ordered a cake from their for one of our directors birthday and good did that cake fly after it was cut. Pricing is a bit on the higher side but totally worth it.,4.5,130,530,10/27/2016 21:38,0
Labonel,Anvesh Chowdary,This place stays in the best 5 bakeries in the city for chocolate cake for sure.Had ordered and picked up a 3 layer chocolate cake irrespective of pricing its tasting made everyone stun shock its truly a classic chocolate cake. The only con is pricing but worth the money for the taste. don't miss the chocolate cake.,4,1031,1654,10/27/2016 0:42,0
Labonel,Eman Ali,"I went to Labonel a long time ago.

There has always been a lot of hype about Labonel, especially for their cupcakes. I personally disliked the red velvet cupcakes because of the buttercream frosting. Second, the cupcakes were available only in boxes and not individually which wasn't cost effective or practical at all.

However, I tried their brownies at a later point through a friend's purchase. They are quite delicious. I would definitely have more. But wouldn't go through the effort of buying a whole box.",3.5,7,1,10/13/2016 1:04,0
Labonel,Asha V,Seems like your in a classic movie from the 60s when you walk in. What a decor...deserts are splendid. Worth the money you pay. Ordered the classic chocolate cake. Yummmmm..,4.5,24,17,10/03/2016 11:11,0
Faasos,Kiran Thota,"As part of tasting review, ordered masala paneer wrap, jumbo chicken wrap and sigbature rice roasted chicken, you guys rock, well balanced taste , wraps are stuffed with lots of chicken, they are juicy and soft, signature rice is well cooked, packed perfectly, served hot and quick delivered.
Check the packing you will see funny quotations in the wrap boxes, they r funny next time dont miss to read them.
Overall satisfied with the taste and service.
Will visit the store soon. All the best guys.keep going.",5,78,117,5/22/2019 23:36,3
Faasos,Alok Kumar,Very bad service. Waited for 1 hr 30 min but still order was not delivered. Worst experience with Faasos. No online tracking system. No to fassos ever.,1,2,1,5/19/2019 15:27,0
Faasos,MJF Ln Sarath Babu S,"What did I order?

I ordered Reshmi Chicken Kebab Wrap, Cheese Melt Chicken Wrap & Chicken Rice Feast

What was good?

Food arrived on time and was hot.
Neatly packed.
They have used reusable container for the rice and recyclable carton box(small) for the wraps
Attractive packaging.

Above all, the Taste. The products tasted real good.

I feel the cheese 🧀 on my mouth when I was having the cheese melt wrap. Chicken was tender and cooked real soft. They are boneless and hence facilitated smooth process of eating them. Wrap was cooked equally good.

Reshmi Chicken Kebab Wrap was awesome. It gave a different taste altogether.

Highlight was the rice though the wraps were equally good. Rice was cooked with real long basmati rice and the masala mix was at the right proportion. It can be had by both - children and elders. They have two differential cooked chicken on the top. Both are boneless and cooked with perfection. Only the ingredients differ.

My tummy is full, this noon :)",5,148,1995,5/17/2019 14:27,1
Faasos,Shyam Tiwari,Mohsin was really helpful in handling the situation & delivered food on time as promised. I really wanted to thank you guys for rectifying my error & resolved my issue in a professional way.,5,6,,05/10/2019 12:16,0
Faasos,Narendranath Reddy,"Worst experience with Faasos. They accept orders, take money and then they don't deliver food. It's happening continuously with Faasos managed restaurants. Had a similar experience with their Ovenstory pizza as well. Till now, my money of Ovenstory pizza order is not refunded. I think my money for Faasos order is also gone.",1,2,2,4/29/2019 22:25,0
Faasos,Kajal Verma,The place offers amazing rolls.... If you are a foodie and eat a lot like me then trust me one roll is insufficient for you 🤣 order TWO! The Mac cheese rolls are scumptious,5,7,51,4/29/2019 10:53,0
Faasos,Yogita Sharma,"I ordered from faasos last night but I didn't receive my order,when I tried to connect with the restaurant they didn't respond.I tried to connecting with them many times but no one responds and after 2 hrs it shows that order is delivered.even on next day when zomato tried to call them, they didn't respond.its a wosrt service I have ever get.",1,1,3,4/18/2019 13:45,0
Faasos,Foodie Emperor,"I have been Constantly Ordering Faasos

I have become the huge fan of Cheese Melt Chicken wrap

Ordered Cheese Melt chicken Wrap with Customization of Lacha Paratha & Peri peri cheese

Cost Around Rs 200

Damm the taste is top to the world

MUST RECOMMENDED",5,20,4,4/14/2019 17:30,2
Faasos,Sumit,"The Egg wrap here is made by unprofessionals. The egg wrap's omlette was burnt as hell and I guess they were too lazy to replace it knowing it was burnt and sent me those wraps
. order (id: 1178102975) on Zomato Order.",1,1,,04/11/2019 12:41,1
Faasos,Pradeepti Sharma,"Ordered the paneer wraps, one with the cheese, and other with a tangy masala. N a paneer rice bowl too. Paneer treat to myself. The wraps were perfectly made, with the covering prepared well, and the stuffing was mixed well with the right amount of sauces and cheese, giving a juiciness to the wrap. The rice bowl was equally yummy. With rice being cooked well, fragrant with exotic herbs and spices giving a deep ochre n shades of olive green look to the dish. Overall a nice place to order from n worth the money. Recommended 😊",5,72,1932,3/14/2019 21:22,0
Faasos,Pravin Fengade,Very bad experience...i got incorrect order delivered...I ordered for smoked butter chicken combo under royal indian mean which costs ₹290...but i was delivered smoked butter chicken combo under quick meal which costs ₹190...and it was missing paratha and gulab jamun...when I called restaurant they didn’t agree to send me correct order and asked me to contact zomato which I couldn’t get in touch with..finally ended up paying more for what i was delivered... and wouldn’t recommend to anyone based on my experience.,1,3,1,03/03/2019 14:21,1
Faasos,Aniket Kanwale,food was good but as compared to price quantity was very less,5,3,,03/03/2019 01:04,0
Faasos,उर्वी वशिष्ठ,"Wraps here are really yummy! As cheap as chole wrap and as expensive as paneer wrap! Be it any level of the wraps, it is yummy!
Moving on to rice, rice feasts are good to go and is very filling too!",4,3,3,2/13/2019 13:11,1
Faasos,Preethikumaresan Kumaran,I have ordered mutton rice in faasos the taste quantity quality was super worse.. totally disappointed... 160rs waste and waiting time was also waste,1,1,,1/27/2019 19:36,0
Faasos,Raagini Biswas,"Food was delivered after 1.5 hours, when the app said it would take half that time. Faasos does not provide a number of a delivery person. The number given is a common number that is always busy. Hence the order was not possible to track.

Received an SMS soon after placing the order with a tracking link from Faasos which did not work.",1,3,34,1/25/2019 15:19,0
Faasos,Hari Priya Bandi,packing is just amazing,5,2,,1/24/2019 15:10,0
Faasos,Abhishek Das,"I'm usually order Mutton Over Load wrap & but this time it was he'll. The wrap wasn't looking like the usual. It smells wrong. Did something went wrong?!?!???
I don't think I'm eating Mutton. 🤔 this is something else entirely.",1,9,2,1/19/2019 16:10,0
Faasos,Hi Bye,"yummmy food ,faasos never dissapointed me,rates also very economical..just love it 😍😍 ..keep going faasos..thanks for the yumilicious food and yess the box captions are amazing and packaging to is just awesome ..loved it .:) :)",5,3,2,12/29/2018 12:25,0
Faasos,Raj Rohit,"Faasos never fails to impress.

Ordered their chicken cheese melt roll. The chicken and the quality of the roll is just top class

+ the masala was an added delight too.",5,124,372,12/21/2018 17:20,0
Faasos,Naman Nishesh,The melt wrap hardly had cheese even though I ordered extra cheese.,1,6,7,12/15/2018 12:07,0
Faasos,Aman Agarwal,"Wraps, pancakes, sides, order whatever from here and you won't be disappointed. My personal favorite is fiery cheesy panner roll. The extra masala they provide is an icing on the cake. Overall experience is good.",5,35,27,12/09/2018 18:34,1
Faasos,Kasi Raj,I had absolutely no hesitation to say that..this is the worst biryani in d whole universe...i bet u will throw it in dustbin immediately after 1 spoon.....faasos sucks!,1,1,,11/16/2018 0:32,0
Faasos,Agrima Srivastava,"Was super excited to try out the special Navratri Thali from Faasos. It had Kuttu Aata parathas, Paneer curry, Sabudana vada, and Sabudana Kheer. Honestly, my excitement dropped down after tasting the parathas, as they were too greasy. Paneer curry, on the other hand, was the savior, Vadas were fine and Kheer was up to the mark. What I liked about the thali was that it had more than enough food for 1 person. I am going with 2 stars as the parathas are the base of this thali and I couldn't finish even half of it. I have very high expectations from Fassos and am sure they will take this feedback well and improve on the quality of parathas.",2,81,196,11/15/2018 18:25,0
Faasos,Aanchal Khemka,"Navratri Special Thali was the one I tried this Navratri as a food tasting session.I just loved the food and the thali.

It's a must try as it was absolutely filling as well as delicious.

It was a satvik thali which means without onion and garlic used.Still had two stuff parathas made of kuttu ka aata, paneer ki sabzi, sabudana kheer.

Packing was perfect!

Highly Recommended",4,189,2321,11/12/2018 15:25,0
Faasos,Sanz,"package is good. thats the only thing which is good. tried jumbo chicken wrapper nd chicken overload jumbo wrap.
poor quality and taste.",1,5,2,11/07/2018 23:47,0
Faasos,Raghava Krishna,I have tried Chessy chicken delight and Jumbo CHicken wrap with some great flavourings into it and it was well packed with a ketctup and teeka chaska,5,25,6,11/07/2018 13:05,0
Faasos,Vinay Singhania,"Fasoos Navratri review program.
Ordered the Singhada aloo paratha and panner makhanwala meal.
The packaging and the presentation was very nicely done.
The singhada aloo parathas were nicely baked and tasted really good. The spices in the parathas were less but that's according to my preference.
The paneer makhanwala was creamy and tasty. It was neither too spicy nor too sweet, it had just the right taste and aroma.
Overall a good experience, definitely recommended.",4,73,322,11/06/2018 20:40,0
Faasos,Namit Agarwal,"I just love the wraps of Faasos and can have them at any time .I mainly like their three wraps - Cheesy corn salsa wrap,Mac n Cheese wrap and Veg pizza wrap. All of them are amazing but Pizza wrap is just mind blowing.They have multiple options for the bread of the wrap as well - multigrain, crispy bake,lacha Parantha etc.

Pizza wrap has cheese, vegetables and other sauces in it. It gives you a feel of both wrap and pizza and tastes amazing.The size is big and is good enough as a meal for one person

I have also tried chola kulcha and Veg thali from Faasos but in Bangalore,they were also very good.

I have tried almost all of their major wraps :

Pizza Wrap (5/5)
Mac n Cheese wrap (4.5/5)
Cheesy corn Salsa(4/5)
Aloo wrap (3.5/5)
Jumbo Veg wrap(3/5)
Egg wrap (3.5/5)
Paneer Tikka Wrap (3.5/5)
Rajma Chole is also very good.

Desserts:
I recently tried their Red Velvet cheese cake and it was also mind blowing and definitely worth a try!!It was one of the best red velvet cheese cake,I have ever had
Red velvet (5/5)
Raspberry Cheesecake shot(4.5/5)
Chocolate Fantasy (4/5)

Must try their wraps and especially Pizza wrap!!!",5,179,1877,11/04/2018 11:43,12
Faasos,Sandhya Menon,"I got a chance to review food from here. I ordered Jumbo chicken wrap & Jumbo veg wrap.
Food arrived on time & was packed neatly.
Food: Jumbo veg wrap was just perfectly juicy and light crisp from out.
Jumbo chicken wrap too followed the same.
Very happy with the food. Definitely a try",5,55,2381,11/02/2018 20:46,0
Faasos,Shashank Vyas,"Zomato has asked me to be polite.. ok.. Faasos is delightfully bad in its food quality... When you order a pizza roll.. they not only bake it like a pizza but they take it to the next level of master culinary skills... They roast it till the end.. just like how your mumma used to make it.. and best part comes next.. Faasos excels in giving surprises and since they handle their own delivery you can never know when your food is going to arrive... It's too much fun to see that status - ""Food is being prepared"" , ""Your food is in the kitchen"".. and they won't update it because the delivery person can come any moment to your doorstep and say Surprise.. In my case they were quick enough to deliver it in only 1 hour 30 minutes... So fast da.. then I remembered food should have been delivered only in 40 minutes... I asked delivery person why so much late da.. He said sir we were cooking your roll property that's why it took time.. open it and try it sir.. you would have never seen such roll.. And he was right.. I never saw the roll only charcoal.. ( attached picture for reference )",1,2,21,11/02/2018 02:13,1
Faasos,Ratnadeepa Bandopadhyay,I ordered food and they accepted it. Even after 2 hours the food was not delivered. I tried to contact them many times but no one answered. Worst behaviour ever. I had to finally cancel the order by calling the zomato customer care.,1,9,34,11/01/2018 22:50,0
Faasos,Hungry Soul,"Navratri review program~

I ordered sabudana meal and it was super awesome to get the special thali delivered in the navratri season with all the ingredients as needed for the fast. The packaging was good and the order was delivered on time. The thali has sabudana khichdi with loads of potato and peanuts ,curd, sabudana kheer, paneer makhni and a pumpkin chatpata chutney kind of curry. Everything tasted good just that the makhni didn't go with the meal. There could be rotis as well and the portion of khichdi cud be decreased. The taste was no doubt best. Fasoos has been doing great in terms of bringing the festivities and food together. It was a little expensive though but it's worth it.😀 Unique menus are always welcome.

I am unable to attach all the pics though coz i already reviewed the delivery once which somehow got deleted. Deserves a 4.5 😀

Keep up the good work. 😀",4,175,1302,10/31/2018 17:10,2
Faasos,Kamal Sardiwal,"I received fasoos Navratri Meal. The package was neat and had arrived on time.

Parathas were excessively oily. Paneer and tomato curries tasted awful. Everything tastes candy sweet. I couldn't eat any of it apart from a bite to just taste.

The meal was a complete let down.

Thank you.

Please share and subscribe.

instagram.com",2,104,2656,10/31/2018 12:07,1
Faasos,Unsophisticated Foodies,"Got Navratri Thali as a review meal and was highly disappointed in them.
First of all, the meal reached 3 hours late than the promised time. The items were literally swimming in oil. The food was too oily and taste mediocre. This thali needs a lot of improvement",2,205,1646,10/30/2018 0:00,1
Faasos,HappyHunger,"Since it was the festive season, and I wanted to try Navratri specials at Faasos. Tried their Singhada ke aloo parantha, Paneer Makhanwala, Sabudhana ki kheer, Green tomato curry and Curd. 
It was not as expected. Did not taste quite well. The parantha was a bit soggy and the curry was not up to the mark. The kheer was not sweet enough. Not a big fan of their Navratri box.
I was disappointed with the food, though the food came in nice packaging. Very neatly packed but taste was not so neat.
Need to improve a lot.",3,105,1161,10/29/2018 23:01,0
Faasos,Harish Vangara,"Its the festive season and I wanted to try the navrathri Thali. I tried my hand at Faasos. The Thali was well presented, the rotis were a bit hard. Sweet is average. Slightly Less sweet because of the festival. I like the paneer. And by the time the raita reached me, it was off. Bitter in taste. Overall experience neither positive nor negative.",3,59,331,10/29/2018 20:43,0
Faasos,Enroute Deli,"#NavratriFoodReview


Got a chance to review their Navratri special menu and chose their royal navratri meal which came in a neat packaging with Singhada ke aloo parantha,paneer makhanwala,sabudhana ki kheer,green tomato curry and curd. Best part was paneer makhanwala , it was perfect and exactly with no onions and garlic suitable for Navratri and then the rare and filling part was paratha 🎉 The meal is completely fills your stomach after a whole day of fasting! I rated it 4 because of spilling of oil and tomato which is a bit half cooked else everything was perfectly enroute deli ♥️


#enroutedeli",4,115,463,10/29/2018 19:05,3
Faasos,Anusha Reddy,not as expected..over priced for the quantity they are giving.not worthy i ordered it for my husband..he didnt like it at all.dont want to order again,2,2,1,10/29/2018 15:38,0
Faasos,Nishtha Chandarana,"My actual rating is 3.5...I ordered veg wraps few days back.. Service was quick..I must say packaging was really good..

I ordered veg cheesy melt paneer wrap and paneer Tikka wrap. They also served tikha masala with wrap..Those who love spicy food must like this masala...

Cheesy melt paneer wrap was outstanding...Cheese was busting in mouth with each bite..paneer and gravy was really tasty..It has Punjabi flavor with cheese combination..Loved it..

Paneer wrap - It was average in taste as the gravy was little bland and plus it has cheakpea curry which annoyed me a lot.. taste was not good..

My experience was good..

Follow me on Instagram on veganyums_ for more pics and food fun....",3,151,2116,10/22/2018 19:49,0
